Text|Label
cws is providing cws kits and blankets to local partners as needed and is joining houma la based terrebonne readiness assistance coalition trac in building a community of 25 lift houses houses built for economy and ecology and to withstand hurricane force winds a sustainable housing solution for coastal areas|1
hurricane life #needshower soho http t co 7wrh1anl|0
the portuguese news agency lusa reported de menezes as attributing his decision to a lack of agreement at negotiations on a cabinet reshuffle|0
residents of 'unsafe areas' face a double threat lack of safety and possible forced eviction|1
i am coming tomorrow but i have no car how can you help me|0
the 7 8 magnitude quake wreaked a trail of death and destruction in the country reducing much of the capital kathmandu to rubble and triggering a deadly avalanche on mount everest|0
what's the summary of the earthquakes|0
teachers will receive in addition to their teaching materials kit a family kit that contains blankets kitchen set paraffin stove paraffin lantern 5 litres of paraffin pack of matches water jug bucket and some soap sugar and salt as long as stocks last from last year's|1
what am i going to do for my country i ask myself this question will this country ever be fixed|0
everyone be safe and off the streets it's a great time for quality time with the fam #hurricanesandy|1
as long as the earth still rotates the bowels of the earth will keep producing convection currents and the currents will continually prompt the movement of the plates these images use a combination of infrared and visible light to increase the contrast between water and land the highly flood affected southern region only accounts for 13 percent of national production and the maize harvest in major growing areas of the central and northern regions is expected to exceed 1 million mt the impacts of the excess moisture are nevertheless seen in the 7 percent decline in maize production and 16 percent drop in cassava production from last year's above average first season harvest to rescue the islanded villages in and around sethiathoppu 25 boats from sonankuppam went for rescue in asia winter cereal crops are being harvested and planting of rice and coarse grain crops has started they need t five knitting machines a sewing machine for each member and solar panels for the operation of electrical machines all nallahs in islamabad were in flooded and residents in rawalpindi also reported of a similar situation by encouraging community participation providing technical training and helping residents establish community organizations equipped to both manage the new infrastructure and designate caretakers trained in hand pump installation and repair efficient operation and maintenance of the new systems is assured for generations to come|1
please the earthquake left me with nothing help me god will bless you|1
hey its not fair to give only people that live in port au prince all the job everyone has job so me im in gromone do something for the people in gromone please if you need contack call me|0
you know it's a serious storm when there's only a handful of places open on seamless #sandy|1
a tropical low pressure system in the tonkin gulf and moving towards the northern region would dump heavy rains and trigger landslides from late monday the government said in an urgent message to the military police and rescue forces|1
three naval ships carrying medicines medical teams water syntax tanks etc have moved from mumbai to male with two helicopters and relief stores|1
if you get the response answer send it for me right away|0
canada is providing much needed assistance by working with our trusted partners including the world food programme unicef care canada unhcr and oxfam canada ensuring our help reaches those in need|1
the result will enable the ns to develop their institutional structure both at national and branch levels training of new first aiders contingency plan etc in the same manner the reorientation towards the community will enable them to initiate new micro projects|0
during his visit he conducted a half day workshop to refresh the understanding and compliance of the society's finance and tendering committee with the new federation minimum standards in tendering and procurement processes which improved the internal tendering system by strengthening the need to get food quality certificates contracts with suppliers and waybill systems properly in place|0
where we are we can't find anthing no distribution of aid in nazon near comcel building and delma 30|1
i'm greet you we do a good job i'm a student in communication where i can to take somebody for to work|0
goal is responding to an increasingly desperate situation in the southern sindh province of pakistan where hundreds of thousands of people are in immediate danger from rising flood waters|1
development donors and ngos are watching closely as the newly elected government in sierra leone finalizes its development plan he added|0
thank you very much how will we know the centers of plannings|0
excuse me this is not you i needed as in i called the wrong number|0
would like more information about the event taking place this friday|0
what a person can do if he suspects some peoples implicates in bad actions at night in the area of his work according to some what peoples say|0
we have 4 people who came from pap we dont have much we need help to keep helping them|0
information concerning the earthquake|0
sodecom cyber cafe we are based in bassin bleu rue saint michel after the old teleco building we are functioning|0
the february 14 2015 presidential vote is expected to be the opposition alliance's best chance of seizing power since nigeria returned to civilian rule in 1999|1
on what working area the translators should have a post|0
earthquake detection shaken up with twitter api http ow ly 16kks2|0
we need information about the united state's scholarship|0
india's largest earthquake in a half a century struck the western state of gujarat yesterday morning friday at 08 50 hours bringing widespread death and destruction with tremors felt in new delhi and bombay and also affecting neighbouring pakistan|1
but until now i'm not profit these both oportunities yet|0
i'd like to know all news from haiti|0
he on sms which you can call that number of mine that you may participate in the help they more than we get well give us address mine|0
we forget the student what we will do whith them|0
hospital medecin sans frontiers doctors without borders located at delmas 19 is closed hospital san louis gonzague situated at delmas 33 will take care of all the sick for free|1
where i can the food card please because i want to find some thing to eat|0
for the next three years teams are planning further exploratory missions to reach more patients and diminish the prevalence of sleeping sickness in the region|1
the assistance expected to be delivered in coming weeks initiates broader iaea support to african member states to strengthen their technological abilities to detect diseases transmitted from animals to humans zoonotic diseases|0
community development and association for the young location lassere we need some some food at wyclef jean street|0
maiduguri nigeria afp sunday 6 7 2015 19 20 gmt a female suicide bomber killed two people and injured four others in northeast nigeria while two people were injured when a bomb exploded near a military checkpoint police said on sunday|1
reverting back to more antequated methods of flying at santiago chile's airport via jorge barahona http bit ly awk4ku|0
we make you know nowadays you can us the service 4636 for imergency service|0
carrefour mahotiere 81 and rue desdune we have never found anything not even a bag of water|1
new delhi dpa more than 25 000 people may have perished in the killer cyclone that hit the eastern indian state of orissa last month a news report said thursday|1
tropical cyclone yemyin hit baluchistan three days after another storm struck karachi pakistan's biggest city killing about 230 people many when fierce wind brought down slum houses|1
where is the food distribution take place we are in region marin croix des missions|1
aminu b wali nigeria speaking on behalf of the african union said the unenviable record of conflicts on the african continent underscored the importance of policy coherence and coordination among both donors and the united nations agencies in the delivery of humanitarian assistance|0
murad mae zauja baksh basti khuda ahmmad yard bakhshu bhattar dakkhana liaqat tea thul hamza khan pur dest ry hamen yeh aap keh ham bataen aurton k kiyon nahen native bane card please hamari madad kijye shukria|0
we just heard that the family from our church is fine and on their way back to santiago|0
in our village kachipul flood has done very big damage our crop our business all have been destroyed but government has still not done any help of us|1
ccf's development projects are designed to improve nutrition decrease child mortality rates create access to safe water and sanitary waste disposal introduce childhood development programs provide mass immunization programs teach improved agricultural practices and initiate family income generating projects|1
can you tell me about this service|0
the country sits in one of the most geologically unstable regions on earth part of the earthquake prone ring of fire that partly encircles the pacific basin|0
give me some infos i get nothing where i am|0
digicell is a team of robbers because they don't respect what they say they always steal|0
since the breakdown of the centrally planned economy agricultural cooperatives have had difficulties in finding spare parts and other material to maintain and service agricultural machinery|0
world vision also provided fishing boats nets ice boxes diesel engines auto rickshaws petty shops and other livelihood recovery interventions in andhra pradesh|1
we are committed to strengthening budget transparency by making it a specific eligibility criterion for budget support|0
although tunisia had made great strides in countering terrorism it was the victim recently of two heinous attacks aimed at undermining the country's culture of tolerance as well as the economy|1
heart goes out to the people of haiti after a devastating earthquake let s together help the survivors|1
there's only one cybercafe in the town called mole|0
i would like to find a job can we help me to find it|0
i am a surviver of the earthkaque see how you can help me|0
in flooded northeastern assam state another two people drowned overnight when their boats capsized in separate places while trying to escape floodwaters police said|1
heavy floods in the aftermath of the cyclon hit hundreds of villages in the province|0
the update warned that concerns were mounting about the growing prevalence of east coast fever and foot and mouth cattle diseases in parts of western northern central eastern and southern provinces|0
i'm hungry i need food i'm in gonaives|1
that what a profesial must make to find an uses|0
the following australian aid agencies are collecting cash donations to assist communities devastated by the earthquake and are signatories to the acfid code of conduct which requires high standards of public accountability|1
a key part of tearfund's work in the region is to help people cope with this changing climate assisting them to grow drought resistant crops introducing vegetable market gardening and improving access to water|0
we have a commitee from santo 15 nameajeans youth association in action for a new society that was founded in september 2009 the president is|0
this is why the relief supplies and the manner of islamic relief's work will be pushed to meet the highest standards|1
the rebels who earlier this year aligned themselves to the islamic state group which controls swathes of territory in syria and iraq have increasingly reverted to guerrilla style urban warfare tactics|1
thanks you sent me too much advice i need food now|1
the army is also involved in rescue of civilians and extricating of bodies of the victius of the natural calamity|1
i'm in port de paix where i have no means to live please|1
f in katanga as a result of food insecurity prevailing in malemba nkulu the un office for the coordination of humanitarian affairs ocha approached wfp to extend food assistance to some remote villages|1
thank you very much i live in the street in front of my house the school fell down under me i need a tent and a doctor|0
he described the ruling party as monolithic dictatorial and militarist|0
in addition to decreased production because of less land being prepared and the switch to lower yielding crops other factors that could affect the 1997 main season harvest include moisture stress on crops at the critical flowering and fructification stages decreased fertilizer use increased pest and weed infestations and the dependence of re planted crops on an extended rainy season|0
i would like the minustah agent to distribute the aid instead of haitian officials they are keeping the aid for themselves|1
this is a message to ask where i can go to a hospital|1
relief supplies transported by overland convoys in response to the 28 march earthquake|1
while in nias the usns mercy's medical staff will provide aid both aboard and ashore with a wide range of medical specialties including trauma surgical support orthopedics ob gyn pediatrics primary care dental treatment preventive medicine public health laboratory and pharmaceutical|1
in july and august 2015 myanmar suffered the worst landslides and flooding in recent decades after unusually heavy monsoon rains and exposure to cyclone komen which passed by the country's southern coast|0
6 15 still no power it 's amazing 90mph winds and we have internet through sandy but 5 inches of snow and my neighborhood is out|0
university in the united states and to my devloppement|0
it is important for supporters to fulfill their pledged gifts including completing special events corporate matching gifts and customer and employee donation programs currently planned|0
ohjordanleigh 7 0 magnitude earthquake hit their capitol port aux prince collapsed a hospital and left the city in ruins|1
steadily rising prices for imported grains and other foodstuffs are making it that much harder to fill the gap in coarse grain production|0
notes this sms is not important message|0
it is very tragic that a medical technician in quetta has been refusing vaccination for his children 4 dry ration distribution points have been selected for the beginning in the most vulnerable zones identified in the three targeted districts geladid dalat dawahale and jilahle the united nations should stengthen its support for the burma country team by hiring a senior humanitarian advisor to work with the rc hc and ensure that teams in bangkok and new york are providing adequate guidance and support in unit 2 water transfer from the condenser to the condensate storage tank was completed on 9th april sri lanka's minister of health laid the foundation stone for a new three storey building complex at polonnaruwa general hospital the red cross red crescentmovement has been involved in two of them a pooled distribution of supplies by small boat along the coast and navigable rivers and direct supply to displaced people in popondetta and villages that can still be reached by road|1
unicef has begun a national iodized salt programme and is working through mother and child health clinics to treat and prevent iron deficiency anaemia|0
but doubts about forecasting remain after the official meteorological department predicted a normal monsoon in 2009 and the country suffered its worst drought in decades|1
an outbreak of ebola hemorrhagic fever has killed four uganda ministry of health medical workers this week including the medical superintendent of kikyo health center in world vision's kasitu program area which is located in the outbreak's epicenter|1
information on senegal canda united states and frances for the refugees|0
please i need a job and a year of tuition|0
spain had the third warmest summer with hotter summers reported only in 2003 and 2005|0
powerful waves also damaged 3 km of sea dike many embankments over 100 houses two schools and 30 salt stocks|0
we are an organization named ucplc that has been in existence for one year|0
the new gynecology ward rehabilitated by who has been opened in geneina hospital west darfur|0
ngos do you need a driver send a response|0
the representative of france asked what the rapporteur would do to help the country realize legislative changes|0
we have brought physical planning experts to banda aceh to help with this effort which will include helping people rebuilding their damaged or destroyed homes or help them build a home in a new location if they don't wish to return to their previous property|1
temperatures in the spent fuel pools of units 5 and 6 have gradually returned to significantly lower temperatures|0
i am a responsible victim i want information on available support|0
meanwhile the islamic extremist group has maintained the momentum of its more conventional attacks capturing the town of baga last week on the border with chad and deliberately executing http www newyorker com news news desk boko haram death toll civilians earlier reports of up to 2 000 dead by amnesty international have been disputed by the military|0
affected areas experience severe food shortages caused by obstructed access drinking water shortages due to unusable wells lack of accommodation communications and other factors|1
news from my dear friends in santiago live is going on besides the fear|0
i am a student i lost everything i need all kind of help|1
i send all the messages you see we are not by the side of route national 1 because it is blocked by people trying to find food not sure if we can|1
this message is not concern my job i don't need to translate it|0
which disposition take by the un about the haitian students|0
i am in sat in road aral we have not received any help even though there's many effort in the area|1
some of the nyc marathon participants will be running the staten island portion with backpacks full of supplies #priorities #sandyhelpfirst real meal since sandy #calzonezone|1
it had among the most open and fair electoral systems in the region with nationwide electronic voting and biometric voter registration|0
helicopters from pakistan's coast guard were still being used to evacuate people stranded along the hingol and bisol rivers the seasonal rivers of the province according to a press statement by pakistan's inter services public relations ispr directorate on sunday|1
bb scouting team on the move fdr flooded #sandy http t co gvv2fqp3|1
they included suspected measles cases so the centre carried out mass vaccinations next day to prevent this highly contagious disease from spreading|1
to all radio and television communication services i wish you success and continuity the only thing i criticize is that when someone writes to ask for help you never send help|0
it's seem like usaid would like to build the school that was breaking down there is no contact in fontamara|0
state administration has mobilized 1953 tents 50 shamianas 8 pandals in addition 4504 tents have been airlifted and 625 tents are to be sent|1
located off the southeastern coast of africa madagascar is highly susceptible to natural disasters|0
nazon area in pap rouzier street since the 12 of jan we did not get any help|1
at least five people were swept away by surging rivers and hundreds of houses collapsed in overnight storms|1
you big liar you can't fool me because i haven't gotten any of your aid i'm going to denounce you on radio caribe|0
we think and this is what everybody wants that from january 2002 the comoros will return to a situation of constitutional normality he said|0
the road is an important alternative from kabul to mazar when the salang tunnel closes due to inclement conditions during winter months|1
jeanne kamara christian aid's sierra leone country manager said 'the people of post conflict freetown and the country in general are very frightened indeed as this endemic can spread really fast as many poor people live in damp and over crowded slums with poor sanitation facilities|0
the end of la niña brought a return of warmer sea surface temperatures to the central and eastern equatorial pacific in 2001 and was a contributing factor to the higher annual average this year|0
fas received 17 comments on its proposed rule from private entities that are affected by the regulations including private voluntary organizations and their associations commodity organizations shipping and freight industry representatives and a government agency|0
i need a job what can i do to find it|0
provided support for planning of vaccination campaign malaria prevention prevention of malnutrition and nutrient deficiencies|1
9 raft style buoys 30 units qu àëng bnh|0
we find no potable water for us to drink people area of tnh tele national d'haiti|1
i request ministre of justice when he'll arrest criminals that escape in the jail specially two polices who killed a young guy who was 30 years old|0
rt marnus3 rt chicagostyle rt rudepundit haiti earthquake evidence of why we still need cnn a news network more concerned with|0
where can i find an acces card to obtin food|0
the scheme involves boosting the capacity of three major interchanges on the capital's ring road place addis abéba place du 1er mai and place chevalley and constructing underpasses at a number of the most congested crossroads in the algiers urban road network|0
the chief minister directed officials to arrange helicopter sorties to evacuate people from snow bound areas|1
i need information about t t|0
wish there was a frankenstorm emoji|0
information about the national palace|0
i would like to spend a little time in a foreign country cause i don't feel me good each time i stay i feel the earth is swallowing me|0
you didn't give me a contract where can i come sign one|0
un says haiti headquarters collapsed in earthquake ap http bit ly 6imbop|0
authorities began moving the first batches of tens of thousands of refugees from squalid tents to hastily erected barracks on tuesday as the process of rebuilding begins|1
the 50 international hospital staff lived in a tent city and sweltered in temperatures of 45 degrees celsius|0
that's when the next earthquake|0
people in sicot prolonje need help|1
#foodtruck to the rescue #eastvillage #nyc #sandy #ignyc #below39thstreet gothamist ninth street espresso http t co hq0yynhr|0
when them peaple on place saint pierre will have a good abri shelter cause the situation is extreme hard for the pregnent female|1
our house is destroyed and we are sleeping outside under the rain we don't have food nor incomplete|0
though the situation is stabilizing in most of the areas it seems grim in the river basins of krishna and koyna rivers especially in sangli and kolhapur districts|0
many houses in the area were poorly constructed with wooden roofs that fell on occupants when the quake shook them|1
yele peace be upon the people who died in the earthquake in haiti and may god watch over the surviors and see them through this tragedy|0
in addition to safe drinking water survivors need assistance with house reconstruction a teacher for the village school job opportunities boats for fishermen and a proper drainage system|1
b residents of the municipalities of sacapulas in the province of quiché and santa ana in the province of petén continue to occupy the municipal buildings to denounce electoral fraud in the recently held elections|0
i'm only hungry can you come and help me please|1
the japanese government will provide relief grants worth 14 million while the uk has pledged 5 million china 1 million india 1 million and australia 160 000|0
we look forward for further cooperation with wfp and bangladesh said zhang xianyi ambassador of china to bangladesh|1
faced with extreme food insecurity in the north of the country the government has adopted a new strategy combining limited free food distributions subsidized cereals sales and the distribution of over 36 000 metric tons of food loans to be repaid after the harvest the regrowth of pasture in rajasthan has been helped by the rains|1
hello how could you help me to find a job cause i sturdied technical and operator in agricultural mekanisation|0
we need help at delmas 75 across from kiskeya christian school tank u|1
kcna had previously said the blast caused by the contact of electrical lines during the shunting of wagons loaded with fertiliser had damaged buildings in a two kilometre radius|0
the outpouring was something we've never seen before|0
what we do during rainy services for a call if you have urgent is available telephone number in case emergency ok thank you bye|1
the partnership framework guides a coordinated approach to the existing and planned development partner support to the water sewerage and stormwater drainage systems in dhaka and chittagong as well as harmonizes the agreement with the government on common policy issues and actions|1
haiti earthquake leaves town in dust very sad mpg http www youtube com watch v 8ldrtbxy8xi|0
through this project volunteer physicians have operated on more than 3 100 children and adults|1
the only place in danan where there is activity is among a cluster of low red mounds beside the refugee shelters the burial ground|0
in mangaize camp unicef and its partners are providing wet feeding with daily rations of nutritious hot meals to children supporting regular nutritional screening activities and referral for treatment as well as holding awareness raising sessions for mothers on appropriate child feeding and good hygiene practices|1
our house is destroyed we are hungry please find a way to get help to us|1
when we sell the fish it benefits more people in the villages surrounding us as there is no source of fresh fish in our villages|0
a strong frontal system is expected to move across the south atlantic and produce heavy rain and strong thunderstorms across kwazulu natal province in south africa during the middle of the period|0
everyone do not forget the people of merger we don't have any water we are hungry if it rains we will all die|1
to restore livelihoods and landscapes in tsunami affected communities world vision has funded jobs for 12 000 people in debris clearing digging drainage ditches and building roads|1
malnutrition has reached at acute levels in many zones and increased mortality and morbidity rate|1
maputo meteorologists in southern africa fear that despite predictions of normal rainfall in the forthcoming rainy season areas hit by floods early in the year may suffer again because the soils remain waterlogged reports monday's issue of the daily paper noticias|0
following that visit the government had decided to establish a tripartite core group with the association of south east asian nations asean and the united nations which had dealt with the situation very efficiently|0
morand has an m b a from thunderbird the renowned international business school in arizona and experience buying ingredients by the railcar load for purina|0
so you can assess scale of economic destruction distress misery and mental depression among people he adds|0
i can provide sandwiches fruit food for kids babies baby supplies non perishable foods hygiene products paper cups plates napkins|1
in cabaret we have a lot of victims i need information about food distribution centers water tents for them thank you god bless you|1
uhhhhh about to take knucks out to pee uhhhh #scarysandy|0
good evening i would like to know how the earthquake movement is will it continue to happen and how much will it pass please answer me|1
j a s youth club for the development of saintard would like assistance for people who cannot find food we are asking you to|1
wfp will be among those watching carefully because climate is intimately connected to hunger and erratic weather threatens to make the poor even more vulnerable to it|0
to learn more or to make a donation visit www thrivent com or call 1 800 lwr lwr 2|0
that is why we make the distinction between climate refugees and other refugees because of the moral link between causation and consequence|1
jem8891 power is out street is under water and we have no food left i wonder why #sandy #hoboken|0
we need some work hunger is killing us we are in gonaives|1
we need help at carrefour feuille we haven't receive any help we're starving|1
hello i need more information|0
what are you doing with the provinces you managed to do the decentralization in the wrong way without infrastructure in misery how are you going to keep thiese peopl we already counterd 500 without|0
are we going to have aftershock tonight if yes at what time|0
iskybusiness hey sisky please come back for make a benefic concert here in santiago for all the people who need it|0
the plan is for the hospital to remain operational for three to six months but it might be needed for up to a year as the main hospital in banda aceh was severely damaged|0
occasional squalls with rough sea will be experienced off and along the myanmar coasts with surface wind speed in squalls reaching 40 m p h according to the mhd|0
want to help delvier supplies debris removal bring food and clothing etc|0
he said just over one third of the crop had been harvested while about 90 percent of the corn crop had been harvested|0
rwanda has made enormous progress towards improving child survival growth and development in earthquake affected areas|1
suphan buri locals have been warned of possible flash floods due to continuous heavy rainfalls in the past 2 days|0
this hurricane better actually happen im in need of some serious down time lmao|0
the people is hungry and you are asking for blood|1
before they was obliged buy water alaska 2 for 5 gourdes now that is a better thanks for your support|0
elaconcha will open at 9 30am today and stay open till which time that it starts to become unsafe #sandy #cigars|1
six pakistani military personnel died when their chopper crashed saturday near the kashmiri town of bagh|0
i would like to know what happen|0
humanist philosopher who founded the sound system man in his situation destiny universe|0
i can only imagine people reactions over there because they never experienced a earthquake in they re life|0
the people of la voute have lots of water problems|1
some idps have been taken in by host families in safer areas but many others had to set up makeshift camps outside villages or find shelter in the bush in order to flee the violent fighting around the towns|1
we need help please we don't have shelter|1
the additional crews will allow the aircraft to fly a greater number of missions moving stores equipment and personnel necessary for the provision of disaster relief|1
he said the northerly winds were bearing rain clouds that had already produced rainfall in some areas north of the equator|0
help for those who are handicap in the zone of lobod in kanperen|1
yesterday i see that i eat a bowl of rice|0
thanks for the message did your mom and dad already left|0
since the earthquake we've found nothing|1
good evening we are in hatte we are victims we haven't been in contact with anyone to receive aid ok|0
to aid with the removal unmas launched a five week training programme earlier this month for 30 members of the malian security and defense forces mdsf police gendarmerie garde nationale du mali and national civilian protection office|0
in 2005 direct relief provided 201 million in direct aid through medical material assistance and targeted cash grants serving 24 million people in 56 countries worldwide|1
each minute request at god grace delivrance for haiti do that in your heart with faith give this message to everybody until you don't have sms more because god love us|0
i can not resist anymore all my ressource are finish at nway in croix des bouquets areas we never recieved help from any one we used to see things goes in other parts|1
we must do what if we live with people who have been undergoing the earthquake|0
thank's for your understinding because we at digicel we don't work alone but we work with collaboration thank's once again|0
admitted one month ago with severe gastrointestinal infections including diarrhoea fever and vomiting she suffers from malnutrition dehydration and a parasitic infection and will not likely be discharged for another three weeks|0
absolutely there was no snow on the mountains he said adding that the ruling taliban militia had begun loadshedding two months earlier than normal as a precaution|0
we've also provided enough heavy duty waterproof sheeting to construct temporary shelters for more than 100 000 people|1
during their visit the delegation made a historic trip to the nuba mountains to highlight the plight of war affected population and observe a humanitarian airdrop in kauda|0
air support will therefore be required to ensure timely delivery of food and other essential relief supplies to the displaced and affected population|1
local organizations have said that there is need for other kind of food too rice vegetables and meat to provide adequate nourishment|1
to keep opponents' voters from casting ballots he said|0
i am afraid of the earthquake he passed this morning at 1hour i'm exhausted|1
the recurrent and prolonged drought experienced in east pokot district has continued to destroy pastoralist livelihoods through low productivity or death of animals|1
i am in carefour feuilles dkayet neighborhood we need potable water because diarrhea is rampant here and is undermining our health|1
caution to take about the cyclone in haiti specially at port au prince|0
and as they grow older and their reservoirs fill with silt they do ever less good and run ever greater risks of catastrophic collapse|0
the deudap community boat purchased with a british red cross grant of 13 620 swiss francs takes passengers to and from the main island of sumatra three times a week with additional trips to transport goods for market or construction materials|0
#earthquake m 2 7 central california http bit ly 7oosfs|0
ireland's development programmes in the region focus on improving agricultural productivity and helping people adapt to drought conditions|0
for the time being the inter agency somalia flood response team has gone ahead and hired four mid lift commercial helicopters from south africa to fly rescue missions into somalia|1
scientists at the ministry of agriculture fear they are are now reproducing and could cause secondary and tertiary waves of infestations that if uncontained may destabilise an already volatile region|0
he said a convoy transporting rice and soy beans was stopped earlier this week for about eight hours without giving further details|0
they were also due to discuss developments such as the recent terrorist act on a us warship in yemen|1
by working on early recovery efforts such as the removal and management of debris and providing jobs for people undp is helping nepal build back better while making communities more resilient|0
flights to santiago have been restored though they are all full until tue right now trying to get on a wednesday flight #chile|0
blasting or digging of sluices would be carried out to discharge flood for big such lakes after residents were evacuated safely according to the plan|0
many sustained injuries in the earthquake or have seen their family members hurt or killed|1
humanitarian agencies also need to design their assistance programmes in ways that complement and enhance remittance flows concludes their briefing paper|0
unsecoord wfp and unicef are working together to establish an interagency telecommunication network and to verify the status of moss minimum operating security standards compliance of all un agencies in the country|0
hello how are you i would like some information please|0
we need food for bercy we asked the comity habitat in cabaret|1
good morning governemnt of this country i am totally sorry becuase of a disaster ina country ther eis a lot of damage in a city of p|0
we need shelter it s raining now|1
may i know what happens in the news which behavior we must have|0
acb went on to contract chitedze research station to conduct independent soil testing|0
envy me i have 4 in my account despite the fact i did some legwork it didnt work|0
is there hurricane is this month|0
if someone lost all his family in the earthquake what must the personne do|1
there are many people dying of hungry in port de paix city because many of them are not from this city and the authorities don't say anything about that|1
damaged dams roads and bridges should be rebuilt and the resurgence of blackflies aphids which infest beans sugar beet and other plants should be|0
i am in tabarre i would like to have some information about when to expect the next earth quake or after shock in haiti at port au prince where should we be if is is the case|1
rt ruzrojainforma disclaimer we are not asking for food in any restaurant or corner of santiago false donations|0
notes this message is not important|0
' michou cyclone|0
i do need a job i speak english spanish and french i have experience in interpreting|0
hello when the national achive goes re open its doors for gives some services|0
rt haasstsecty secretary clinton will still travel to santiago as planned though agenda on the ground subject to change due to massi|0
nigeria government team investigates religious clashes in jos|0
despite some improvements experts say that under the increasingly authoritarian president emomali rakhmon who was reelected to another seven year term in 2006 with no serious opposition little has been done to rebuild shattered infrastructure especially in far flung mountain communities and that his administration is ill equipped to deal with a social crisis|0
the causes of displacement vary according to the au but are largely homegrown and exacerbated by extreme poverty underdevelopment and lack of opportunities|0
the ambassador then called on liberia to watch out for people who he said are purporting as indian nationals seeking visas to perpetrate their clandestine missions something he warned could cause embarrassment for both liberia and india|0
what is the price of food right now like rice and so on|0
mobilising the might of the state china has deployed more than 300 000 troops and nearly 1 1 million militia and army reservists to get traffic moving and ensure power supplies|0
the cyclone and eathkaque which think of these words say by the expects which faient studies of the ground answer me because i need this information|0
more typhoons or tropical rainstorms will hit china this year partially due to the warm ocean current in the northwestern pacific and high temperatures in the qinghai tibet plateau according to cma experts|0
how can i protect my head during aftershocks|0
i need to know whatus up in the country|0
the local authorities are helping the people to harvest remaining rice crops strengthening protective local dykes pumping water out of the fields to protect un harvested rice sugar cane fruit trees and aqua culture areas|0
as sudan's rainy season begins there have already been three brief violent storms in the capital region and beyond since july 25|0
my brothers and my sisters let's stay witout food these 3 days instead of having carnaval take these days to thank god he said these days are mine|1
what has been gaining traction as a result is the largest extremist threat in the region's modern history isis self proclaimed as the islamic state better known in the arab world as daesh|1
two times each hour ask for grace pardon and mercy for haiti do this with faith it's god who can pull us out of this send this message to 10 other people|0
it's more important to the ong to help us to find tents|1
because only god can save us|0
the kits include timber corrugated galvanized iron sheets tarpaulins rope nails and tools as well as extra blankets to help keep warm when the temperature plummets|1
enhancing moh's capacity to undertake water quality testing in the affected areas|1
a disaster management department official in bihar state said reports of diarrhea viral fever skin diseases eye sores and throat infections had begun pouring in from far flung districts that were cut off for more than a month due to the raging floods|1
please i am in mariani i'm waiting for you thank you|0
the problem is we do not have any schelter we sleep under the sheet can you give one for one family and two for 6 families|1
what the nation unis's programe for this week|0
assist in distribution of food supplies clothing|1
the tented clinics which treat around 2 500 people every week are scattered across pakistan administered kashmir the epicentre of the earthquake which struck in october last year|1
i like a lot your services continue with the informations for the population because some people of us find of the solutions with the messages thank you|0
in cws nca case the team is doing follow up of some of the relief material which included water equipment that was misappropriated by authorities as soon as the chartered aircraft arrived|1
sandy is that you #wolfinsheepsclothing #snow #train lirr baldwin station http t co k7x0bgikhurricanes snow storms and im out if oreos can it get any worse #hurricaneblueswest haven residents debate whether to evacuate over hurricane sandy new haven register http t co ahjbfb9p #savinrock #westhaven #ct|0
we are not well in klesin and are sending an s o s|1
bangkok 30 october 2011 nnt the department of disease control encourage flood evacuees to inform authorities in charge if they are sick as over 5 10 of flood victims have reportedly contracted chronic diseases|1
the delayed main rains led to late cultivation and planting of meher crops and in some areas long cycle crops especially sorghum could not be planted and farmers had to switch to short cycle potentially lower yielding crops and to small grains|1
koyo ecological agrotech group ltd together with its subsidiaries is engaged in the research and development manufacture marketing and distribution of chemical products chemical fertilizers and bulk blending fertilizers|0
hello can you give me information about the distribution of food the opening of schools and the reconstruction of our haiti|1
after october 1 they would steadily recede in all delta areas until october 12 when the last dangerous tides of the year between october 13 and 18 would prevent waters from draining into the sea just as they have late this month|0
however all these achievements were dashed by the floods said chissano re elected in december in the country's second multiparty elections|0
it's not just doctors leaving we are also losing pharmacists physiotherapists medical laboratory technologists and paediatricians to mention only a few said stamps|0
icrc physical rehabilitation centres in the landmine infested country would remain open and it would continue to provide food in kabul through the world food programme wfp bakeries project it said|1
the rvsv zebov candidate vaccine uses a vesicular stomatitis virus carrying a non infectious ebola virus gene|0
if people lose his birth certificat during the earthquake how he can refind it|0
deep vein thrombosis is an environmental issue|0
i received all your sms but i never got any aid where i live thank you|0
but in mozambique as the international community finally stirs itself to the scale of the country's flood disaster coordination between the military and humanitarian sector has been surprisingly smooth sources told irin|1
i would like to know when school will open where i'm they told me in may|0
mixte yavhe nissi institute which is building in mais gate#15 it represents a big danger|0
in mullativu unicef provided to dpdhs one 27 5 kva generator for mulullativu town hospital two tents for use as temporary moh offices and 25 bicycles for spraying|1
iom is also restoring key community infrastructure damaged in the floods and restoring livelihoods through a small grants programme specifically targeting women and small businesses|1
when they preview other high frequency earthquake on the land of haiti|1
with experts warning the rate of infections could reach 10 000 a week by early december researchers around the world are scrambling to beat the tropical fever for which there is currently no licensed treatment or vaccine|1
in another hunan county the ice on power cables was six cm 2 4 ins thick underscoring the strains on the electricity grid|0
each water i drink i feel never good and now what kind of water i have to drink|0
special hurricane sandy dinner menu just glad they are open cafe luxembourg pic http t co igjsiixd|0
a new friend says hi to all my friends|0
